Timestamp;Gefsaypce;G_Glob;Ta;Hum_Rel;Tc;EDC;Pot_gen;EACAC;Pot_inv;Vmpp_panel;V_gen;I_gen;;
01/01/2025 06:30;0;0;4,9;99,2;4,9;0;0,0;0;0,0;19,3853192;193,9;0,0000;;
01/01/2025 06:40;0;0;5;99,5;5;0;0,0;0;0,0;19,3799196;193,8;0,0000;;
01/01/2025 06:50;0;0;5;99,7;5;0;0,0;0;0,0;19,3799196;193,8;0,0000;;
01/01/2025 07:00;0;0;5;100;5;0;0,0;0;0,0;19,3799196;193,8;0,0000;;
01/01/2025 07:10;0;0;5,1;100;5,1;0;0,0;0;0,0;19,3745200;193,7;0,0000;;
01/01/2025 07:20;0;0;5,1;100;5,1;0;0,0;0;0,0;19,3745200;193,7;0,0000;;
01/01/2025 07:30;0;0;5,1;100;5,1;0;0,0;0;0,0;19,3745200;193,7;0,0000;;
01/01/2025 07:40;0;0;5,2;100;5,2;0;0,0;0;0,0;19,3691204;193,7;0,0000;;
01/01/2025 07:50;0;0;5,2;100;5,2;0;0,0;0;0,0;19,3691204;193,7;0,0000;;
01/01/2025 08:00;0;0;5,2;100;5,2;0;0,0;0;0,0;19,3691204;193,7;0,0000;;
01/01/2025 08:10;0;0;5,3;99,3;5,3;0;0,0;0;0,0;19,3637208;193,6;0,0000;;
01/01/2025 08:20;0;0;5,3;98,6;5,3;0;0,0;0;0,0;19,3637208;193,6;0,0000;;
01/01/2025 08:30;0;0;5,4;97,9;5,4;0;0,0;0;0,0;19,3583212;193,6;0,0000;;
01/01/2025 08:40;0;0;5,6;97,2;5,6;0;0,0;0;0,0;19,3475220;193,5;0,0000;;
01/01/2025 08:50;0,001404967;1,4;5,8;96,5;5,8;0,001256512;7,5;0,000904275;5,4;19,3343521;193,3;0,0000;;
01/01/2025 09:00;0,01540797;15,4;6;95,8;6,5;0,013762228;82,6;0,009904273;59,4;19,2999246;193,0;0,4000;;
01/01/2025 09:10;0,036479512;36,5;6,2;95,2;7,3;0,032513897;195,1;0,023399301;140,4;19,2535698;192,5;1,0000;;
01/01/2025 09:20;0,054;54;6,5;94,6;8,2;0,048011005;288,1;0,034552117;207,3;19,2078074;192,1;1,5000;;
01/01/2025 09:30;0,0664;66,4;6,6;94,1;8,7;0,058993468;354,0;0,042455874;254,7;19,1814844;191,8;1,8000;;
01/01/2025 09:40;0,0824;82,4;6,7;93,5;9,3;0,073096811;438,6;0,052605637;315,6;19,1490868;191,5;2,3000;;
01/01/2025 09:50;0,0972;97,2;6,8;92,9;9,8;0,086073158;516,4;0,061944335;371,7;19,1187140;191,2;2,7000;;
01/01/2025 10:00;0,1128;112,8;6,8;92,4;10,3;0,099777218;598,7;0,071806746;430,8;19,0923910;190,9;3,1000;;
01/01/2025 10:10;0,128;128;6,9;91,8;10,9;0,113059341;678,4;0,081365502;488,2;19,0613433;190,6;3,6000;;
01/01/2025 10:20;0,1428;142,8;7;91,3;11,5;0,125956004;755,7;0,090646853;543,9;19,0309706;190,3;4,0000;;
01/01/2025 10:30;0,1536;153,6;7,1;90,7;11,9;0,135358183;812,1;0,097413326;584,5;19,0073473;190,1;4,3000;;
01/01/2025 10:40;0,1616;161,6;7,2;90,1;12,2;0,142270867;853,6;0,102388183;614,3;18,9884487;189,9;4,5000;;
01/01/2025 10:50;0,216;216;7,3;89,6;14;0,189210279;1135,3;0,136169106;817,0;18,8912560;188,9;6,0000;;
01/01/2025 11:00;0,2264;226,4;7,4;89,1;14,5;0,198147384;1188,9;0,142600878;855,6;18,8683077;188,7;6,3000;;
01/01/2025 11:10;0,2372;237,2;7,6;88,5;15;0,207327733;1244,0;0,149207707;895,2;18,8392849;188,4;6,6000;;
01/01/2025 11:20;0,2456;245,6;7,7;88;15,4;0,214534306;1287,2;0,154394067;926,4;18,8197113;188,2;6,8000;;
01/01/2025 11:30;0,2548;254,8;7,8;87,5;15,8;0,222408337;1334,5;0,160060777;960,4;18,7987879;188,0;7,1000;;
01/01/2025 11:40;0,2628;262,8;7,9;87;16,1;0,229168177;1375,0;0,164925636;989,6;18,7798893;187,8;7,3000;;
01/01/2025 11:50;0,2708;270,8;8;86,4;16,5;0,236006409;1416,0;0,169846912;1019,1;18,7609907;187,6;7,5000;;
01/01/2025 12:00;0,2784;278,4;8;85,9;16,7;0,242499908;1455,0;0,174520093;1047,1;18,7481666;187,5;7,8000;;
01/01/2025 12:10;0,286;286;8,1;85,4;17;0,248889166;1493,3;0,179118255;1074,7;18,7299430;187,3;8,0000;;
01/01/2025 12:20;0,2908;290,8;8,2;84,9;17,3;0,252918169;1517,5;0,182017811;1092,1;18,7164440;187,2;8,1000;;
01/01/2025 12:30;0,2928;292,8;8,3;84,4;17,5;0,254694928;1528,2;0,183296492;1099,8;18,7076696;187,1;8,2000;;
01/01/2025 12:40;0,32;320;8,4;83,9;18,4;0,27753994;1665,2;0,19973738;1198,4;18,6563735;186,6;8,9000;;
01/01/2025 12:50;0,3152;315,2;8,5;83,4;18,4;0,27353743;1641,2;0,19685689;1181,1;18,6590733;186,6;8,8000;;
01/01/2025 13:00;0,31;310;8,6;82,9;18,3;0,269195858;1615,2;0,193732388;1162,4;18,6624480;186,6;8,7000;;
01/01/2025 13:10;0,3048;304,8;8,7;82,9;18,2;0,264745019;1588,5;0,190529249;1143,2;18,6658228;186,7;8,5000;;
01/01/2025 13:20;0,2992;299,2;8,8;82,9;18,2;0,26005878;1560,4;0,1871567;1122,9;18,6698725;186,7;8,4000;;
01/01/2025 13:30;0,2944;294,4;8,9;82,9;18,1;0,255936712;1535,6;0,184190168;1105,1;18,6725723;186,7;8,2000;;
01/01/2025 13:40;0,2912;291,2;8,9;82,9;18;0,253352606;1520,1;0,182330462;1094,0;18,6779719;186,8;8,1000;;
01/01/2025 13:50;0,288;288;9;82,9;18;0,250568511;1503,4;0,180326831;1082,0;18,6779719;186,8;8,0000;;
01/01/2025 14:00;0,2952;295,2;9;82,9;18,2;0,256707392;1540,2;0,184744804;1108,5;18,6658228;186,7;8,3000;;
01/01/2025 14:10;0,2912;291,2;9,1;82,9;18,2;0,253253698;1519,5;0,182259282;1093,6;18,6671727;186,7;8,1000;;
01/01/2025 14:20;0,2872;287,2;9,1;82,9;18,1;0,249896875;1499,4;0,179843474;1079,1;18,6739222;186,7;8,0000;;
01/01/2025 14:30;0,2756;275,6;9,1;82,9;17,7;0,240142879;1440,9;0,172823809;1036,9;18,6934957;186,9;7,7000;;
01/01/2025 14:40;0,2552;255,2;9,2;82,9;17,2;0,222746652;1336,5;0,160304252;961,8;18,7225185;187,2;7,1000;;
01/01/2025 14:50;0,2344;234,4;9,2;82,9;16,5;0,205029635;1230,2;0,147553833;885,3;18,7576159;187,6;6,6000;;
01/01/2025 15:00;0,1648;164,8;9,3;82,9;14,4;0,145032137;870,2;0,104375388;626,3;18,8696576;188,7;4,6000;;
01/01/2025 15:10;0,148;148;9,3;83,4;13,9;0,130460951;782,8;0,093888931;563,3;18,8980055;189,0;4,1000;;
01/01/2025 15:20;0,1316;131,6;9,3;83,9;13,4;0,116233547;697,4;0,083649885;501,9;18,9256784;189,3;3,7000;;
01/01/2025 15:30;0,1204;120,4;9,3;84,4;13,1;0,106443567;638,7;0,076604322;459,6;18,9445770;189,4;3,4000;;
01/01/2025 15:40;0,1168;116,8;9,3;84,9;13;0,103265828;619,6;0,074317397;445,9;18,9506516;189,5;3,3000;;
01/01/2025 15:50;0,1132;113,2;9,3;85,4;12,8;0,100126232;600,8;0,072057921;432,3;18,9567261;189,6;3,2000;;
01/01/2025 16:00;0,1092;109,2;9,3;86;12,7;0,096597475;579,6;0,069518378;417,1;18,9634756;189,6;3,1000;;
01/01/2025 16:10;0,1056;105,6;9,2;86;12,5;0,093489161;560,9;0,067281416;403,7;18,9749498;189,7;3,0000;;
01/01/2025 16:20;0,1016;101,6;9,2;86;12,4;0,089956532;539,7;0,064739086;388,4;18,9816992;189,8;2,8000;;
01/01/2025 16:30;0,094;94;9,2;86;12,1;0,083271401;499,6;0,059927992;359,6;18,9945233;189,9;2,6000;;
01/01/2025 16:40;0,0824;82,4;9,2;86;11,8;0,073068823;438,4;0,052585495;315,5;19,0140968;190,1;2,3000;;
01/01/2025 16:50;0,0708;70,8;9,2;86;11,4;0,06284556;377,1;0,045228112;271,4;19,0336704;190,3;2,0000;;
01/01/2025 17:00;0,0592;59,2;9,1;86;11;0,052641828;315,9;0,037884784;227,3;19,0586435;190,6;1,7000;;
01/01/2025 17:10;0,0448;44,8;9,1;86,5;10,5;0,0398751;239,3;0,028696944;172,2;19,0829417;190,8;1,3000;;
01/01/2025 17:20;0,034;34;9,1;87;10,2;0,030301328;181,8;0,02180698;130,8;19,1011654;191,0;1,0000;;
01/01/2025 17:30;0;0;9,1;87,5;9,1;0;0,0;0;0,0;19,1585361;191,6;0,0000;;
01/01/2025 17:40;0;0;9,1;88,1;9,1;0;0,0;0;0,0;19,1585361;191,6;0,0000;;
01/01/2025 17:50;0;0;9;88,6;9;0;0,0;0;0,0;19,1639357;191,6;0,0000;;
01/01/2025 18:00;0;0;9;89,1;9;0;0,0;0;0,0;19,1639357;191,6;0,0000;;
01/01/2025 18:10;0;0;9;89,1;9;0;0,0;0;0,0;19,1639357;191,6;0,0000;;
01/01/2025 18:20;0;0;9;89,1;9;0;0,0;0;0,0;19,1639357;191,6;0,0000;;
01/01/2025 18:30;0;0;8,9;89,1;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
01/01/2025 18:40;0;0;8,9;89,1;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
01/01/2025 18:50;0;0;8,9;89,1;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
01/01/2025 19:00;0;0;8,9;89,1;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
01/01/2025 19:10;0;0;8,8;89,1;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
01/01/2025 19:20;0;0;8,8;89,1;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
01/01/2025 19:30;0;0;8,8;89,1;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
01/01/2025 19:40;0;0;8,8;89,1;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
01/01/2025 19:50;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 20:00;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 20:10;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 20:20;0;0;8,6;89,1;8,6;0;0,0;0;0,0;19,1855341;191,9;0,0000;;
01/01/2025 20:30;0;0;8,6;89,1;8,6;0;0,0;0;0,0;19,1855341;191,9;0,0000;;
01/01/2025 20:40;0;0;8,6;89,1;8,6;0;0,0;0;0,0;19,1855341;191,9;0,0000;;
01/01/2025 20:50;0;0;8,6;89,1;8,6;0;0,0;0;0,0;19,1855341;191,9;0,0000;;
01/01/2025 21:00;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 21:10;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 21:20;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 21:30;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 21:40;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 21:50;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 22:00;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 22:10;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 22:20;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 22:30;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 22:40;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 22:50;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 23:00;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 23:10;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 23:20;0;0;8,7;89,1;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
01/01/2025 23:30;0;0;8,8;89,1;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
01/01/2025 23:40;0;0;8,8;89,1;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
01/01/2025 23:50;0;0;8,8;89,1;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
02/01/2025 00:00;0;0;8,8;89,1;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
02/01/2025 00:10;0;0;8,8;89,1;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
02/01/2025 00:20;0;0;8,8;89,1;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
02/01/2025 00:30;0;0;0,9;89,1;0,9;0;0,0;0;0,0;19,6013031;196,0;0,0000;;
02/01/2025 00:40;0;0;0;89,1;0;0;0,0;0;0,0;19,6498995;196,5;0,0000;;
02/01/2025 00:50;0;0;0;89,1;0;0;0,0;0;0,0;19,6498995;196,5;0,0000;;
02/01/2025 01:00;0;0;0;89,1;0;0;0,0;0;0,0;19,6498995;196,5;0,0000;;
02/01/2025 01:10;0;0;0;89,7;0;0;0,0;0;0,0;19,6498995;196,5;0,0000;;
02/01/2025 01:20;0;0;0;90,2;0;0;0,0;0;0,0;19,6498995;196,5;0,0000;;
02/01/2025 01:30;0;0;8,7;90,8;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
02/01/2025 01:40;0;0;8,7;91,3;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
02/01/2025 01:50;0;0;8,7;91,9;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
02/01/2025 02:00;0;0;8,7;92,5;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
02/01/2025 02:10;0;0;8,7;92,5;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
02/01/2025 02:20;0;0;8,7;92,5;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
02/01/2025 02:30;0;0;8,7;92,5;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
02/01/2025 02:40;0;0;8,7;92,5;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
02/01/2025 02:50;0;0;8,7;92,5;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
02/01/2025 03:00;0;0;8,7;92,5;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
02/01/2025 03:10;0;0;8,7;92,5;8,7;0;0,0;0;0,0;19,1801345;191,8;0,0000;;
02/01/2025 03:20;0;0;8,8;92,5;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
02/01/2025 03:30;0;0;8,8;92,5;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
02/01/2025 03:40;0;0;8,8;92,5;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
02/01/2025 03:50;0;0;8,8;92,5;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
02/01/2025 04:00;0;0;8,8;92,5;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
02/01/2025 04:10;0;0;8,8;92,5;8,8;0;0,0;0;0,0;19,1747349;191,7;0,0000;;
02/01/2025 04:20;0;0;8,9;92,5;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 04:30;0;0;8,9;92,5;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 04:40;0;0;8,9;92,5;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 04:50;0;0;8,9;92,5;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 05:00;0;0;8,9;92,5;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 05:10;0;0;8,9;93;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 05:20;0;0;8,9;93,6;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 05:30;0;0;8,9;94,2;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 05:40;0;0;8,9;94,7;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 05:50;0;0;8,9;95,3;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 06:00;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 06:10;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 06:20;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 06:30;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 06:40;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 06:50;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 07:00;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 07:10;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 07:20;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 07:30;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 07:40;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 07:50;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 08:00;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 08:10;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 08:20;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 08:30;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 08:40;0;0;8,9;95,9;8,9;0;0,0;0;0,0;19,1693353;191,7;0,0000;;
02/01/2025 08:50;0,001019094;1;8,9;95,9;8,9;0,000911107;5,5;0,000655697;3,9;19,1676157;191,7;0,0000;;
02/01/2025 09:00;0,011441543;11,4;8,9;95,9;9,3;0,010216504;61,3;0,007352519;44,1;19,1500291;191,5;0,3000;;
02/01/2025 09:10;0,027185486;27,2;8,9;95,3;9,7;0,024229324;145,4;0,017437136;104,6;19,1234632;191,2;0,8000;;
02/01/2025 09:20;0,044623748;44,6;8,9;94,7;10,3;0,039703902;238,2;0,028573737;171,4;19,0940383;190,9;1,2000;;
02/01/2025 09:30;0,062557575;62,6;8,9;94,2;10,9;0,055541412;333,2;0,03997153;239,8;19,0637772;190,6;1,7000;;
02/01/2025 09:40;0,080488353;80,5;8,9;93,6;11,4;0,07133531;428,0;0,051337937;308,0;19,0335213;190,3;2,2000;;
02/01/2025 09:50;0,098162564;98,2;9;93;12,1;0,086782139;520,7;0,062454568;374,7;18,9982987;190,0;2,7000;;
02/01/2025 10:00;0,115429753;115,4;9;92,5;12,6;0,101875114;611,3;0,073316541;439,9;18,9691625;189,7;3,2000;;
02/01/2025 10:10;0,132189165;132,2;9;93;13,1;0,11643136;698,6;0,083792245;502,8;18,9408831;189,4;3,7000;;
02/01/2025 10:20;0,148366741;148,4;9;93,6;13,6;0,130476094;782,9;0,093899829;563,4;18,9135854;189,1;4,1000;;
02/01/2025 10:30;0,163904107;163,9;9,1;94,2;14,2;0,143813926;862,9;0,103498678;621,0;18,8819685;188,8;4,6000;;
02/01/2025 10:40;0,178752879;178,8;9,1;94,7;14,7;0,156621628;939,7;0,112716006;676,3;18,8569131;188,6;5,0000;;
02/01/2025 10:50;0,192871519;192,9;9,1;95,3;15,1;0,168834236;1013,0;0,121505063;729,0;18,8330896;188,3;5,4000;;
02/01/2025 11:00;0,206223519;206,2;9,1;95,9;15,5;0,180299979;1081,8;0,129756623;778,5;18,8105598;188,1;5,8000;;
02/01/2025 11:10;0,218776305;218,8;9,2;95,9;16;0,190983311;1145,9;0,137445105;824,7;18,7839790;187,8;6,1000;;
02/01/2025 11:20;0,230500558;230,5;9,2;95,9;16,4;0,201009582;1206,1;0,144660718;868,0;18,7641957;187,6;6,4000;;
02/01/2025 11:30;0,241369785;241,4;9,2;95,9;16,7;0,210291683;1261,8;0,151340775;908,0;18,7458553;187,5;6,7000;;
02/01/2025 11:40;0,251360036;251,4;9,3;95,9;17,2;0,218729078;1312,4;0,157412922;944,5;18,7235984;187,2;7,0000;;
02/01/2025 11:50;0,260449722;260,4;9,3;95,9;17,4;0,226475944;1358,9;0,162988115;977,9;18,7082607;187,1;7,3000;;
02/01/2025 12:00;0,268619501;268,6;9,3;95,9;17,7;0,233438337;1400,6;0,167998746;1008,0;18,6944752;186,9;7,5000;;
02/01/2025 12:10;0,275852192;275,9;9,4;96,4;18;0,239511991;1437,1;0,172369776;1034,2;18,6768714;186,8;7,7000;;
02/01/2025 12:20;0,282132728;282,1;9,4;97;18,2;0,244872892;1469,2;0,17622786;1057,4;18,6662738;186,7;7,9000;;
02/01/2025 12:30;0,287448122;287,4;9,5;97,6;18,5;0,249324134;1495,9;0,179431289;1076,6;18,6519051;186,5;8,0000;;
02/01/2025 12:40;0,291787447;291,8;9,5;98,2;18,6;0,252953545;1517,7;0,18204327;1092,3;18,6445830;186,4;8,1000;;
02/01/2025 12:50;0,295141819;295,1;9,6;98,8;18,8;0,255656156;1533,9;0,18398826;1103,9;18,6335233;186,3;8,2000;;
02/01/2025 13:00;0,297504398;297,5;9,6;99,4;18,9;0,257628051;1545,8;0,185407375;1112,4;18,6295368;186,3;8,3000;;
02/01/2025 13:10;0,298870373;298,9;9,7;99,4;19;0,258666091;1552,0;0,186154422;1116,9;18,6218323;186,2;8,3000;;
02/01/2025 13:20;0,29923697;299,2;9,8;99,4;19,2;0,258971729;1553,8;0,186374381;1118,2;18,6158141;186,2;8,3000;;
02/01/2025 13:30;0,298603444;298,6;9,8;99,4;19,1;0,25844353;1550,7;0,185994251;1116,0;18,6168831;186,2;8,3000;;
02/01/2025 13:40;0,296971082;297;9,8;99,4;19,1;0,257082162;1542,5;0,185014515;1110,1;18,6196375;186,2;8,3000;;
02/01/2025 13:50;0,294343202;294,3;9,9;99,4;19,1;0,254789382;1528,7;0,183364468;1100,2;18,6186721;186,2;8,2000;;
02/01/2025 14:00;0,290725154;290,7;9,9;99,4;19;0,251769174;1510,6;0,181190913;1087,1;18,6247771;186,2;8,1000;;
02/01/2025 14:10;0,286124327;286,1;9,9;99,4;18,8;0,247924565;1487,5;0,17842406;1070,5;18,6325404;186,3;8,0000;;
02/01/2025 14:20;0,280550146;280,6;9,9;99,4;18,7;0,243260568;1459,6;0,175067518;1050,4;18,6419462;186,4;7,8000;;
02/01/2025 14:30;0,274014087;274;10;99,4;18,6;0,237690283;1426,1;0,171058747;1026,4;18,6475754;186,5;7,6000;;
02/01/2025 14:40;0,266529691;266,5;10;99,4;18,3;0,231409766;1388,5;0,166538842;999,2;18,6602043;186,6;7,4000;;
